userID,年龄,所在省,所在地,creditedNum,文凭,性别,身高,自我介绍,学历认证,身份认证,手机认证,芝麻信用认证,身份通认证,昵称,照片,恋爱状态,标签,住房,体型,体重,偏爱约会方式,公司性质,公司行业,厨艺状况,本人婚姻状况,要求伴侣婚姻状况,要求伴侣学历,宗教信仰,家中排行,家乡,家务分工,属相,工作状况,希望对方看重,要求伴侣年龄,恋爱类型,想何时结婚,户口,所在地区,所学专业,择偶要求_有无子女,掌握语言,星座,是否吸烟,是否喝酒,是否想要小孩,要求伴侣月收入,月薪,有无子女,期待婚礼形式,母亲工作,毕业学校,民族,父亲工作,父母医保,父母情况,父母经济,生活作息,相貌自评,职业,血型,要求伴侣购房情况,购车,要求伴侣身高
57811666,36,河北,河北唐山,3,大专,男,171,我的学历不高样貌平常对得起社会，收入平常，希望找到一个能一起打拼知冷知热持家有道的，不要太矮我要取长补短，不要太漂亮也不要对不起我的，非诚勿扰谢谢,0,1,1,0,1,等待,无,已经结婚了,厨艺不错/早起鸟/随和/接受闪婚/有房,已购房(无贷款),,70,牵手漫步在公园,,,能做几样可口的小菜,已婚,未婚,不限,无神论,独生子女,,一起分工合作,鸡,,性格，心灵,24~28岁,表演者型,及时闪婚,,河北省,,不限,中文(普通话),处女座,社交时偶尔吸烟,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,旅游结婚，不大操大办,,,汉族,,,父母健在,,早睡早起,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~165厘米
57676493,35,重庆,重庆江北,4,本科,男,170,爱情应该动真心，不要只顾眼前目的。爱情应该有责任，不要因为寂寞尝试。我的性格很好，你可以让我惯着你，宠着你，但请不要以此来伤我心。我没有什么不良的习惯和兴趣（如抽烟、酗酒、赌博、说脏话、玩网游、去夜店），如果你有，希望你能为我有所改善。我最大的爱好就是看电影，主要是国外的好片子，我为自己的小家买了一台顶级等离子，很想和你分享我收藏的那些蓝光影碟。我会常常为你制造小惊喜，并尽量为我们原本简单的生活增添许多乐趣，如果你不喜欢，至少请你肯定我的用心。我的爱情观很传统，跟你在一起，一定全心全意，不会让其他女孩子靠太近，以免引起一些误会，让你伤心。我现在的工作是销售豪华轿车，周末没有休息，能陪你的时间不多，但我一定会把你放在第一，当我们身处两地，只要你不背着我做令我难过的事，我就会更加珍惜你，并由衷的感激你。如果在外面我有说错话，或做了让你不高兴的事，请不要太生气，那不是我的本意，我也绝不想跟自己的爱人产生任何矛盾，真诚的沟通是我让你保持开心的一个重要途径。我不想你只是我的女朋友，因为我想做你的老公，你一个人的好老公，携手同行，不离不弃，不管岁月将你的脸和身材拉扯成什么样子，不管我身边有多少年轻的女子，我只疼你，你始终是我的唯一，不要怀疑，就连我的家人、朋友和同事对此也深信不疑。希望你和我一样，懂得真爱的宝贵，懂得彼此珍惜。,1,1,1,0,1,爱情不是游戏,有,已经结婚了,身材匀称/有房/销售员/无神论/自信,已购房(有贷款),匀称,62,,,汽车,,已婚,不限,不限,无神论,,重庆江北,,猪,,,22~32岁,作家型,,,重庆市,,不限,中文(普通话),金牛座,不吸烟，但不反感,兴致时小酌,还没想好,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,,,,汉族,,,,,,8,销售,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,157~170厘米
67958165,36,广西,广西桂林,3,中专/职高/技校,男,175,大家好，我是一个幽默的男孩，现在常住地点在广西桂林，我平时的业余时间喜欢旅行，我理想中的约会方式是牵手漫步在公园，希望将来过一起携手游天下的生活。对于我的另一半，我希望她是一个开朗的女生……希望在百合网能快点遇到心仪的她。,0,1,1,0,1,阿成,有,,厨艺不错/有神论/有房/身材健壮/工作轻松,已购房(无贷款),健壮,65,牵手漫步在公园,事业单位,商业/贸易,能做几样可口的小菜,已婚,未婚,不限,基督教,独生子女,广西桂林,看各自闲忙，协商分担,狗,工作时间自由,性格，心灵,22~30岁,照顾者型,时机成熟时就结婚,,广西壮族自治区,机械类,不限,中文(普通话),巨蟹座,不吸烟，但不反感,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,顶级酒店，高朋满座,,,汉族,,,母亲健在,,没有规律,6,机械/仪器仪表,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",需要时购置,150~175厘米
55735616,36,北京,北京西城,1,博士,男,190,自我介绍中请勿出现QQ、MSN、电话号码自我介自我介绍中请勿出现QQ、MSN、电话号码、电子邮件地址dgdfg,0,0,1,0,0,果果,有,,高学历/少数民族/早起鸟/厨艺不错/接受闪婚,,较瘦,39,一起打游戏或者一起看电影,世界500强,科研/教育,色香味俱全,未婚,未婚,不限,其它,独生子女,北京崇文,任劳任怨,狗,朝九晚五,性格，心灵,25~44岁,冒险家型,及时闪婚,,北京市,计算机类,不限,"英语,法语,日语,韩语,德语,意大利语,俄语,芬兰语,荷兰语,葡萄牙语,西班牙语,越南语,阿拉伯语,印度尼希亚语,泰国语,丹麦语,印度语,伊朗语,希腊语,土耳其语,匈牙利语,捷克语,挪威语,瑞典语,波兰语,罗马尼亚语,缅甸语,其它",白羊座,不吸，很反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,简单就好，无所谓,,北京邮电大学,满族,,,父母健在,,早睡早起,2,其它,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",未购车,158~180厘米
74520021,29,安徽,安徽合肥,4,硕士,男,176,大家好，我是一个有责任心，幽默，睿智的男孩，现在常住地点在安徽省合肥市，我平时的业余时间喜欢运动，篮球乒乓等球类运动玩得很溜，其他兴趣有音乐（歌星模仿也不赖），看美剧等。对了还有就是打游戏如DOTA，不过研究生阶段时间关系接触的越发少了。希望将来能遇到个睿智温柔，善解人意即能刁蛮拉我逛街也能乖巧陪我宅的女子。希望在百合网能快点遇到心仪的她。,1,1,1,0,1,大汉,有,,名校/无神论/高学历/有上进心/随和,,匀称,56,一起打游戏或者一起看电影,,,不太会，但愿为心爱的人学习,未婚,未婚,不限,无神论,老二,,看各自闲忙，协商分担,蛇,,性格，心灵,18~25岁,表演者型,时机成熟时就结婚,,安徽省,物理类,不限,"中文(普通话),中文(广东话),英语",双子座,不吸烟，但不反感,社交需要喝,想,"4000-5000,7000-10000",5000-10000,没有,户外婚礼，温馨浪漫,,中国科大,汉族,,,父母健在,,偶尔熬夜,8,其它,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~172厘米
56011584,35,广东,广东东莞,3,大专,男,178,我来自南昌，因为工作关系来到东莞，加入来莞打工大军，做过工程师、干过业务员，一切都是为了将来幸福的生活而努力。目前在一家小公司担任采购和财务方面以及业务方面的工作，由于是一份全新的工作，虽然有些地方做的不尽如人意，但我仍然对自己充满信心，相信自己能行，相信用心做好每一件事情就能获得成功。我的个性随和，穿着朴素，外表和内心都是一样传统。懂得尊重他人就是尊重自己的道理，没有大男子主义，不喜抽烟、喝酒、赌博，也不去D厅等是非场所，对家庭劳动不厌恶，会做几个小菜，将来会是一个好帮手。喜欢聊天，但总是倾听多于述说，试想在夕阳西下时，携手漫步于湖水绿荫间是多么惬意！工作之余，喜欢背包远足、音乐乐器、自行车运动、体育锻炼等。我对未来憧憬是开一间属于自己的公司，踏实做事，诚信经营。计划两年内参加MBA研究生学习，填补知识空缺。一至二年内成家，定居于东莞，把爸妈接过来，营造家庭氛围，避免子欲孝而亲不在的悲剧发生。可以住一起，也可以在爸妈附近再购置一套，具体因当时情况而定。我期望你是孝顺之人，富有爱心，做事懂得为别人考虑，身高与我相达，相长对得起观众，学历与我相当，因为我在广东，所以我希望你也是江西、广东这俩个地方的人，最好属兔、虎、马。如果你愿意，我会把菜种在你心里^^牵手就不要放手，相濡以沫，相扶到老！！,0,1,1,0,1,童话,有,正在恋爱中,慢热型/厨艺不错/名校/随和/工作轻松,,匀称,75,牵手漫步在公园,自有公司,电子/电器,能做几样可口的小菜,未婚,未婚,不限,佛教,独生子女,江西南昌,一起分工合作,狗,朝九晚五,性格，心灵,23~25岁,艺术家型,两年以内,,广东省,管理类,不限,"中文(普通话),中文(广东话)",射手座,不吸烟，但不反感,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,旅游结婚，不大操大办,,华中科大,汉族,,,父母健在,,早睡早起,8,机械/仪器仪表,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",单位用车,160~168厘米
55486732,38,广东,广东佛山,0,本科,男,175,感谢百合，现已结识心仪的女孩，我将用心去呵护。,0,0,1,0,0,lgg,无,,有房/无神论,已购房(无贷款),,75,,,制造业,,未婚,不限,不限,无神论,,,,猴,,,22~31岁,主人型,,,广东省,,不限,,金牛座,不吸烟，但不反感,兴致时小酌,,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,,,,汉族,,,,,,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,157~172厘米
53181673,37,重庆,重庆江北,0,本科,男,173,找自己喜欢的，爱自己想爱的,0,0,0,0,0,戚丹,有,正在恋爱中,科研人员/身材健壮/有神论,,健壮,70,,,社会服务,,未婚,不限,不限,其它,,重庆忠县,,鸡,,,20~27岁,主人型,,,重庆市,,不限,,巨蟹座,社交时偶尔吸烟,兴致时小酌,还没想好,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,7,科研,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,157~166厘米
50207528,42,上海,上海闸北,3,本科,男,168,正如测试里对我所描述的一样，我是一个内向的人，当两个人在一起的时候，也许没有太多的浪漫，没有太多的惊喜，更多是我的关心和照顾，也许你会觉得很沉闷，也许你会觉得很无趣，但所有的一切都是出自我的内心真实感受！希望能在这百合网上找到一位真正能够懂我的的那个“她”！谢谢！,0,1,1,0,1,会飞的鱼,有,已经结婚了,无神论/身材苗条/金融才俊,与父母同住,较瘦,55,,,金融/证券/保险,,已婚,不限,不限,无神论,,浙江宁波,,兔,,,24~35岁,艺术家型,,,上海市,,不限,,魔羯座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,7,证券/金融/投资/银行,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,155~165厘米
58419544,32,江苏,江苏泰州,4,大专,男,178,本人性格内敛从事工程造价工作，待人诚恳，孝顺父母，出生于一个农民家庭，家住两层小楼，是我自己设计的。希望找一个谈的来的女性，我会好好珍惜，一起经营这份感情，白头偕老。我成熟、独立。我有房没车，我认为我是潜力股，会通过自己的努力，让自己的另一半幸福。非诚勿扰啊，我没那个闲劲儿！,0,1,1,0,1,阿郎,有,已经结婚了,身材匀称/有神论/早起鸟/厨艺不错/慢热型,已购房(有贷款),匀称,75,一起打游戏或者一起看电影,,房地产建筑业,能做几样可口的小菜,已婚,未婚,不限,佛教,,江苏泰州,一起分工合作,牛,,性格，心灵,20~30岁,专家型,两年以内,,江苏省,,不限,中文(普通话),处女座,不吸烟，但不反感,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,中式婚礼，宴请宾客,,常州工程职业技术学院,汉族,,,父母健在,,早睡早起,3,建筑/房地产/装饰装修,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~180厘米
53987969,43,上海,上海浦东新区,1,硕士,男,175,"从简单热情到理性平和，从外向活跃到内敛沉稳,这是一个从男生到男人的成长转变过程，也希望能与平和、知性的女性从沟通开始,相识相知相爱相守....MSN:charlie21cn@hotmail.com",0,0,1,0,0,Charlie,有,已经结婚了,高学历/高管/身材匀称/无神论/高收入,,匀称,70,,,其它,,已婚,不限,不限,无神论,,山东烟台,,虎,,,24~35岁,专家型,,,上海市,,不限,,射手座,社交时偶尔吸烟,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",20000-50000,没有,,,,汉族,,,,,,7,高级经营管理,AB型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~175厘米
55496516,37,辽宁,辽宁沈阳,1,本科,男,180,看这你我的心会疼~据说那就是爱情！你相信吗~~~！！！对不起我看不到信息~~！！！,0,0,1,0,0,无,有,已经结婚了,有车/身材健壮/无神论/有房/高个子,已购房(有贷款),健壮,75,,,科研/教育,,已婚,未婚,不限,无神论,,,,猴,,,25~30岁,记者型,,,辽宁省,,不限,,天秤座,社交时偶尔吸烟,兴致时小酌,,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,有，和我住一起,,,,汉族,,,,,,6,教育/培训,AB型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",已购车,165~170厘米
55404519,37,广西,广西区南宁,3,本科,男,171,交友结束,0,1,1,0,1,静静拥你在怀,无,已经结婚了,无神论/销售员/名校/少数民族/身材匀称,租房,匀称,65,,,制造业,,已婚,不限,不限,无神论,,广西柳州,,鸡,,,27~36岁,冒险家型,,,广西壮族自治区,,不限,,双鱼座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,北京化工大学,壮族,,,,,,5,销售,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,155~177厘米
50028045,38,北京,北京东城,0,本科,男,178,"已经在百合找到她了,大家,恭喜我吧,我结婚了!",0,0,0,0,0,张句堆,无,已经结婚了,有房/高管/身材匀称/无神论,已购房(无贷款),匀称,67,,,计算机/网络,,已婚,不限,不限,无神论,,北京东城,,猴,,,21~26岁,教师型,,,北京市,,不限,,巨蟹座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,6,高级经营管理,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,163~173厘米
5459027,39,北京,北京海淀,2,本科,男,175,你可以不温柔，但一定要孝顺；你可以不体贴，但一定要善良；你可以不漂亮，但一定要有气质；你可以不时尚，但一定要知道世界潮流与趋势；你可以不关心别人，但一定要懂得照顾自己；你可以脾气暴躁，但一定要活泼开朗；你可以自私自利，但一定要公平；你可以野蛮无理，但一定要讲理；你可以有个人隐私，但一定要有尺度；你可以固执，但一定不要死板；你可以有童心，但一定不要幼稚；你可以没有理想，但你一定要有自信；你可以没有欣赏水平，但一定要有眼光；你可以广交好友，但一定要感情专一；如不合你可以提出分手，但一定要懂得珍惜！虽然现在没房没车，但有一颗拼搏上进的心，为人坦诚睿智对朋友仗义！真诚的祈求找到想08年结婚的你……对了，我最近开始吃素，并且想坚持下去，希望你能够接受……,0,1,1,0,1,深耕细作,无,已经结婚了,自信/有神论/身材匀称,需要时购置,匀称,68,,,计算机/网络,,已婚,未婚,不限,佛教,,山东潍坊,,羊,,,23~30岁,照顾者型,,,北京市,,不限,,白羊座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,8,其它,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,158~170厘米
64575681,33,广东,广东广州,3,高中,男,176,自我介绍：我是地道的广州人从小就独立，比较理性，但从来不会斤斤计较。现从事房地产行业。感情期待：我怀着真诚对待、坦然面对的心态，如果我和你一起我会什么都跟你讲的，不会令你有猜疑。感情是慢慢培养的，就从现在开始...,0,1,1,0,1,天空,有,已经结婚了,有房/工作忙碌/身材匀称/想结婚/随和,已购房(有贷款),匀称,65,共赴浪漫之旅,,,能做几样可口的小菜,已婚,未婚,不限,佛教,独生子女,广东广州,一起分工合作,鼠,偶尔加班,性格，心灵,22~28岁,将军型,一年以内,,广东省,,不限,"中文(普通话),中文(广东话),英语",处女座,不吸烟，但不反感,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,简单就好，无所谓,,,汉族,,,父母健在,,偶尔懒散,,咨询/顾问,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~168厘米
54273119,35,四川,四川遂宁,2,本科,男,170,在职高中教师，和前任女朋友因为“现实”问题分开，感情找一位能够患难的女孩，孝敬父母，共同创业！本人无存款有房贷，五小车有自行，略懂浪漫,1,0,1,0,0,ahui,有,已经结婚了,有房/无神论/身材高挑,已购房(无贷款),高挑,61,,,科研/教育,,已婚,未婚,不限,无神论,,四川遂宁,,狗,,,20~26岁,专家型,,,四川省,,不限,,处女座,社交时偶尔吸烟,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,6,教育/培训,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,150~160厘米
54570275,29,北京,北京朝阳,2,本科,男,182,..................,0,1,0,0,1,朋友难当,有,正在恋爱中,勤快/厨艺不错/高个子/身材高挑/无神论,与父母同住,高挑,76,一起打游戏或者一起看电影,国有企业,交通运输,色香味俱全,未婚,未婚,不限,无神论,老二,北京顺义,任劳任怨,蛇,,性格，心灵,20~22岁,挑战者型,时机成熟时就结婚,,北京市,,不限,中文(普通话),双子座,社交时偶尔吸烟,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,中式婚礼，宴请宾客,,北京电子科技职业学院,汉族,,,父母健在,,偶尔熬夜,5,交通运输服务,O型,",与父母同住,已购房(无贷款),住单位房,住亲朋家",需要时购置,160~180厘米
56367797,33,浙江,浙江金华,0,本科,男,182,自信帅气阳光很有气质相信真爱无处不在...,0,0,1,0,0,蓦然回首,有,已经结婚了,无神论/身材匀称/高个子/自信,,匀称,,,,政府机关,,已婚,未婚,不限,无神论,,,,鼠,,,25~35岁,教师型,,,浙江省,,不限,,天秤座,不吸烟，但不反感,不喝酒,想,4000-5000,2000-5000,没有,,,,汉族,,,,,,10,其它,O型,,,162~176厘米
54261144,38,内蒙古,内蒙古呼和浩特,2,本科,男,179,我是个重感情的人，懂得感恩，学会了珍惜，找个有情人度过美好人生！,0,1,0,0,1,阿武,有,已经结婚了,有房/无神论/身材匀称/自信,已购房(无贷款),匀称,75,,,装饰/装潢,,已婚,未婚,不限,无神论,,内蒙古呼和浩特,,猴,,,25~30岁,照顾者型,,,内蒙古自治区,,不限,,金牛座,不吸烟，但不反感,不喝酒,还没想好,"2000以下,4000-5000,7000-10000",2000-5000,没有,,,内蒙古工业大学,汉族,,,,,,8,艺术/设计/创意,B型,,,160~180厘米
7563726,40,上海,上海浦东新区,0,本科,男,170,心胸开阔，沉稳，对人宽容，对己严格,0,0,0,0,0,sunnymike,有,已经结婚了,高管/无神论,需要时购置,,,,,计算机/网络,,已婚,未婚,不限,无神论,,,,马,,,22~25岁,公务员型,,,上海市,,不限,,双鱼座,不吸烟，但不反感,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,,高级经营管理,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~164厘米
71359550,55,澳门,澳门特别行政区,2,中专/职高/技校,男,144,本人大老粗,0,1,0,0,1,1,无,已经结婚了,无神论,,,,,,,,已婚,不限,不限,无神论,,,,虎,,,66~66岁,将军型,,,澳门特别行政区,,不限,中文(普通话),天蝎座,,,,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",,有，和我住一起,,,,汉族,,,,,,,,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,173~193厘米
90249099,26,辽宁,辽宁沈阳,2,本科,男,182,大家好，我是一个憨厚老实，有责任心，体贴，幽默的男孩，我平时的业余时间喜欢旅行，看书，与朋友聚会，我的家庭是三口之家，我在稳定的国有企业工作，希望在百合网能快点遇到心仪的她!,0,1,0,0,1,林子,有,已经结婚了,看重感觉/无神论/工作轻松/有车/高个子,已购房(无贷款),较瘦,65,彼此相依相偎,事业单位,交通运输,能做几样可口的小菜,已婚,未婚,不限,无神论,独生子女,辽宁沈阳,看各自闲忙，协商分担,羊,朝九晚五,性格，心灵,20~35岁,表演者型,时机成熟时就结婚,,辽宁省,机械类,不限,中文(普通话),魔羯座,不吸，很反感,社交需要喝,视情况而定,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,简单就好，无所谓,,辽宁工业大学,汉族,,,父母健在,,早睡早起,7,交通运输服务,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",已购车,155~177厘米
61568596,36,黑龙江,黑龙江伊春,1,中专/职高/技校,男,173,非常感谢百合网让我在这里碰到我的真爱谢谢也祝福百合网越办越好也真心希望百合网帅哥美女找到自己属于自己适合自己的人宁愿笑着流泪，也不哭着说后悔,0,0,1,0,0,相信缘分,有,已经结婚了,身材健壮/厨艺不错/有房/有神论/看重感觉,已购房(无贷款),健壮,70,彼此相依相偎,自有公司,计算机/网络,色香味俱全,已婚,不限,不限,其它,独生子女,黑龙江伊春,任劳任怨,鸡,,性格，心灵,22~28岁,艺术家型,时机成熟时就结婚,,黑龙江省,计算机类,不限,中文(普通话),处女座,社交时偶尔吸烟,不喝酒,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,旅游结婚，不大操大办,,,汉族,,,父母健在,,经常熬夜,7,其它,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,153~173厘米
65247051,34,河北,河北衡水,0,中专/职高/技校,男,180,一切随缘，希望在百合网能快点遇到心仪的她。,0,0,0,0,0,随缘,无,已经结婚了,高个子/有上进心/无神论/看重感觉/随和,,,82,,,,不太会，但愿为心爱的人学习,已婚,不限,不限,无神论,老大,,看各自闲忙，协商分担,鼠,,性格，心灵,27~32岁,学者型,时机成熟时就结婚,,河北省,,不限,中文(普通话),双子座,烟不离手,社交需要喝,视情况而定,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,有，和我住一起,简单就好，无所谓,,,汉族,,,父母健在,,偶尔熬夜,,其它,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,155~180厘米
50293242,37,北京,北京海淀,2,本科,男,173,"诚实向上,作为男人要不断的奋斗,因为他是一个家庭的支柱.",0,1,1,0,1,奋斗的男人,有,正在恋爱中,身材健壮/有神论/科研人员,租房,健壮,75,,,计算机/网络,,未婚,"未婚,离异",不限,基督教,,山西大同,,猴,,,25~30岁,公务员型,,,北京市,,不限,中文(普通话),处女座,不吸烟，但不反感,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000-5000,没有,,,,汉族,,,,,,6,科研,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~170厘米
58517581,35,四川,四川攀枝花,3,中专/职高/技校,男,172,几十年来的独自人生，作为一个80后的人来说，几本上很多人都没有存款，而我也同样没有，我在乎的是真诚的交往，我不高也不帅，人呢，挺简单的，只想找个会持家过日子的女人，能理解我的女人就可以了！非诚勿扰！有愿意风雨同舟的联系我吧！,0,0,1,0,1,斗战剩佛,有,正在恋爱中,身材苗条/有房/无神论,已购房(无贷款),苗条,67,,,其它,,未婚,未婚,不限,无神论,,四川攀枝花,,狗,,,22~28岁,作家型,,,四川省,,不限,中文(普通话),魔羯座,烟不离手,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",2000以下,没有,,,,汉族,,,,,,,物流/仓储/运输,,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,160~169厘米
53124927,39,天津,天津大港,3,大专,男,173,幸福1+1~~~~~~~~~~~~~~~~~~~~~~,0,1,1,0,1,佳文的种子,有,,有房/无神论/夜猫子/自信/看重感觉,已购房(无贷款),匀称,60,共赴浪漫之旅,国有企业,其它,能做几样可口的小菜,未婚,未婚,不限,无神论,老二,河北石家庄,看各自闲忙，协商分担,羊,,性格，心灵,18~39岁,冒险家型,时机成熟时就结婚,,天津市,机械类,不限,中文(普通话),双子座,不吸，很反感,社交需要喝,视情况而定,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,没有,户外婚礼，温馨浪漫,,河北工大,汉族,,,父母健在,,经常熬夜,8,工程/能源,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,158~175厘米
50166339,38,重庆,重庆渝中,0,本科,男,175,男人对女人是应该没有简单承诺的我愿意用我的真心来打动你企鹅：***我想是美女都看得懂撒,0,0,0,0,0,Jeep,有,,有房/名校/身材匀称/警察/无神论,已购房(无贷款),匀称,70,,,政府机关,,离异,不限,不限,无神论,,重庆渝中,,羊,,,26~33岁,艺术家型,,,重庆市,,不限,中文(普通话),魔羯座,不吸烟，但不反感,兴致时小酌,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,有，和我住一起,,,重庆大学,汉族,,,,,,8,警察/其它,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,159~169厘米
57003025,35,江苏,江苏南京,3,本科,男,182,每当在特别的日子，看到大街上一对对恩爱的情侣，心里暗自忧伤。想想身边的你在哪？rn一个人的天空很蓝，蓝的有点忧郁，一个人的日子自由，自由的有点孤单；一个人的日子，背影多了份孤独，身边少了份快乐；一个人的日子，心灵多了份宁静，面容添了份忧郁.........有人心疼我的那一份孤独，有人羡慕我的那一份宁静......而我，总是一个人等待着你的出现。rn我不是什么高富帅，也不想什么白富美，只想找个好人就结婚，好好的爱你，不想让家人再为我操心了。只要我选择了，我会认真的！如果觉得可以，微信aaa---123aaa,0,1,1,0,1,相由心生,有,,有车/看重感觉/无神论/有房/身材健壮,已购房(无贷款),健壮,79,牵手漫步在公园,,,不太会，但愿为心爱的人学习,离异,不限,大专,无神论,老大,江苏南京,看各自闲忙，协商分担,狗,,性格，心灵,22~35岁,主人型,时机成熟时就结婚,江苏南京,江苏省,,不限,中文(普通话),水瓶座,社交时偶尔吸烟,社交需要喝,想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",5000-10000,有，有时和我住一起,旅游结婚，不大操大办,,湖南省其他,汉族,,,父母健在,,偶尔熬夜,8,其它,O型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",已购车,160~182厘米
50127799,50,云南,云南昆明,0,本科,男,167,平凡诚实的人，有颗善良的心，宽容的胸怀。奢望能一起分享快乐、一同承受痛苦，直到一起慢慢变老，陪伴一生的幸,0,0,0,0,0,小舟,无,正在恋爱中,有房/无神论/身材苗条/科研人员,,较瘦,57,,,,,离异,不限,不限,无神论,,湖南长沙,,羊,,,27~39岁,照顾者型,,,云南省,,不限,,天蝎座,,,不想,"2000以下,4000-5000,7000-10000,15000-20000,30000-50000",,有，和我住一起,,,,汉族,,,,,,7,,B型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,152~162厘米
50712531,36,湖南,湖南长沙,4,本科,男,172,,1,1,1,0,1,pheonix,无,已经结婚了,自信/身材健壮/无神论,需要时购置,健壮,70,,,社会服务,,已婚,未婚,不限,无神论,,湖南长沙,,鸡,,,20~24岁,照顾者型,,,湖南省,,不限,,射手座,不吸烟，但不反感,兴致时小酌,想,4000-5000,2000以下,没有,,,湖南理工学院,汉族,,,,,,8,其它,A型,",与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",,158~165厘米
